structId,sortId,name,description,area,category,skill,tier,tierName,completionPercent,skills,wikiNotes
,259,25 Easy Clue Scrolls,Open 25 reward caskets for completing easy clue scrolls.,,,,,,NaN,,
,260,25 Elite Clue Scrolls,Open 25 reward caskets for completing elite clue scrolls.,,,,,,NaN,,
,261,25 Hard Clue Scrolls,Open 25 reward caskets for completing hard clue scrolls.,,,,,,NaN,,
,262,25 Medium Clue Scrolls,Open 25 reward caskets for completing medium clue scrolls.,,,,,,NaN,,
,263,75 Easy Clue Scrolls,Open 75 reward caskets for completing easy clue scrolls.,,,,,,NaN,,
,264,75 Medium Clue Scrolls,Open 75 reward caskets for completing medium clue scrolls.,,,,,,NaN,,
,265,Burn Some Coloured Logs,Burn some logs that have been coloured with a firelighter.,,,,,,0.4,,
,266,Catch 50 Implings in Puro-Puro,Catch 50 implings in Puro-Puro.,,,,,,8.6,HUNTER 17,17 Hunter
,267,Chop some Rising Roots,Chop some rising roots spawned via Forestry.,,,,,,8.5,,
,268,Complete the Flowering Bush event,Complete the Flowering Bush event spawned via Forestry.,,,,,,8.4,,
,269,Complete the Pheasant Forestry Event,Complete the Pheasant event spawned via Forestry.,,,,,,14.8,,
,270,Complete the Ritual Forestry Event,Complete the Ritual event spawned via Forestry.,,,,,,13.6,,
,271,Complete the Struggling Sapling event,Complete the Struggling Sapling event spawned via Forestry.,,,,,,13.3,,
,272,Eat some Purple Sweets,Eat some Purple Sweets.,,,,,,0.6,,
,273,Fill 15 Hard Clue Collection Log Slots,Fill 15 slots in the Hard Clue section of the Collection Log.,,,,,,NaN,,
,274,Fill 20 Easy Clue Collection Log Slots,Fill 20 slots in the Easy Clue section of the Collection Log.,,,,,,0.1,,
,275,Fill 20 Medium Clue Collection Log Slots,Fill 20 slots in the Medium Clue section of the Collection Log.,,,,,,NaN,,
,276,Fill 3 Elite Clue Collection Log Slots,Fill 3 slots in the Elite Clue section of the Collection Log.,,,,,,NaN,,
,277,Fill 3 Hard Clue Collection Log Slots,Fill 3 slots in the Hard Clue section of the Collection Log.,,,,,,0.2,,
,278,Fill 5 Easy Clue Collection Log Slots,Fill 5 slots in the Easy Clue section of the Collection Log.,,,,,,0.7,,
,279,Fill 5 Medium Clue Collection Log Slots,Fill 5 slots in the Medium Clue section of the Collection Log.,,,,,,0.3,,
,280,Gain 10 Unique Items From Easy Clues,Gain 10 unique items from Easy Clue Scroll Reward Caskets.,,,,,,0.4,,
,281,Gain 10 Unique Items From Medium Clues,Gain 10 unique items from Medium Clue Scroll Reward Caskets.,,,,,,0.2,,
,282,Gain 20 Unique Items From Hard Clues,Gain 20 unique items from Hard Clue Scroll Reward Caskets.,,,,,,NaN,,
,283,Gain 35 Unique Items From Easy Clues,Gain 35 unique items from Easy Clue Scroll Reward Caskets.,,,,,,NaN,,
,284,Gain 5 Unique Items From Hard Clues,Gain 5 unique items from Hard Clue Scroll Reward Caskets.,,,,,,0.1,,
,285,Gain a Unique Item From a Hard Clue,Gain a unique item from a Hard Clue Scroll Reward Casket.,,,,,,0.3,,
,286,Gain a Unique Item From a Master Clue,Gain a unique item from a Master Clue Scroll Reward Casket.,,,,,,NaN,,
,287,Gain a Unique Item From a Medium Clue,Gain a unique item from a Medium Clue Scroll Reward Casket.,,,,,,1.9,,
,288,Gain a Unique Item From an Easy Clue,Gain a unique item from an Easy Clue Scroll Reward Casket.,,,,,,4.8,,
,289,Give an Entling a haircut,Give an entling a haircut via Forestry.,,,,,,15.6,,
,290,Have a Leprechaun send something to the bank,Have the Forestry leprechaun send something to your bank.,,,,,,2.6,,
,291,Butter a potato,Make a potato with butter.,,,,,,13,COOKING 39,39 Cooking
,292,Churn some butter,Use a churn to make some butter.,,,,,,13.5,COOKING 38,38 Cooking
,293,Complete the Evil Bob random event,Complete the Evil Bob random event.,,,,,,4.7,,
,294,Complete the Maze random event,Complete the Maze random event.,,,,,,5.9,,
,295,Complete the Pillory random event,Complete the Pillory random event.,,,,,,5.5,,
,296,Complete the Pinball random event,Complete the Pinball random event.,,,,,,5.8,,
,297,Complete the Postie Pete random event,Complete the Postie Pete random event.,,,,,,5.5,,
,298,Complete the Prison Pete random event,Complete the Prison Pete random event.,,,,,,4.9,,
,299,Complete the Surprise Exam random event,Complete the Surprise Exam random event.,,,,,,7.4,,
,300,Make some Flour,Make some Flour in a windmill.,,,,,,64.2,,
,301,Obtain a Kebab from a random event,Obtain a Kebab from any random event.,,,,,,12.9,,
,302,Open the Mystery Box,"A boat is a boat, but the mystery box could be anything, even a boat!",,,,,,6,,
,303,Trade a herb with Jekyll,Trade a herb with Jekyll for a potion.,,,,,,0.2,,
,304,Upset the Sandwich lady,Make the Sandwich lady quite cross with you.,,,,,,2.5,,
,305,Achieve Your First Level 20,Reach level 20 in any skill.,,,,,,92.5,,
,306,Achieve Your First Level 30,Reach level 30 in any skill.,,,,,,86.9,,
,307,Achieve Your First Level 40,Reach level 40 in any skill.,,,,,,82.2,,
,308,Achieve Your First Level 50,Reach level 50 in any skill.,,,,,,75,,
,309,Achieve Your First Level 60,Reach level 60 in any skill.,,,,,,61.3,,
,310,Activate Smite,Activate Smite in your prayer book.,,,,,,3.1,PRAYER 52,52 Prayer
,311,Build a Mahogany Portal,Build a mahogany portal in a portal chamber in your player-owned house.,,,,,,NaN,CONSTRUCTION 65,65 Construction
,312,Build a Room in Your Player Owned House,Build a room in your player-owned house.,,,,,,22,,"1,000 coins"
,313,Build an Oak Larder,Build an oak larder in a kitchen in your player-owned house.,,,,,,2.8,CONSTRUCTION 33,33 Construction
,314,Burn 100 Willow Logs,Burn 100 willow logs.,,,,,,34.2,FIREMAKING 30,30 Firemaking
,315,Burn 25 Maple Logs,Burn 25 maple logs.,,,,,,32.7,FIREMAKING 45,45 Firemaking
,316,Cast Low Level Alchemy,Cast the Low Level Alchemy spell.,,,,,,26.7,MAGIC 21,21 Magic
,317,Catch 10 Cod,Catch 10 cod.,,,,,,20,FISHING 23,23 Fishing
,318,Catch 100 Swordfish,Catch 100 swordfish.,,,,,,5.1,FISHING 50,50 Fishing
,319,Catch 100 Tuna,Catch 100 tuna.,,,,,,6.1,FISHING 35,35 Fishing
,320,Catch 20 mackerel,Catch 20 mackerel whilst fishing.,,,,,,20.6,FISHING 16,16 Fishing
,321,Catch 50 Tuna,Catch 50 tuna.,,,,,,7.8,FISHING 35,35 Fishing
,322,Catch 75 Lobsters,Catch 75 lobsters.,,,,,,9.2,FISHING 40,40 Fishing
,323,Catch 75 Trout,Catch 75 trout whilst fishing.,,,,,,14.3,FISHING 20,20 Fishing
,324,Catch a Butterfly,Catch any butterfly.,,,,,,22,HUNTER 15,15 Hunter
,325,Catch a Swamp Lizard or Salamander,Catch either a swamp lizard or any kind of salamander.,,,,,,2.2,HUNTER 29; HUNTER 47; HUNTER 59; HUNTER 67; HUNTER 79,"Either  29 Hunter ( Morytania✓),  47 Hunter ( Desert✓),  59 Hunter ( Kandarin✓,  67 Hunter ( Wilderness✓),  79 Hunter ( Varlamore✓)"
,326,Check a grown Fruit Tree,Check the health of any fruit tree you've grown.,,,,,,0.1,FARMING 27,27 Farming
,327,Check a grown Tree,Check the health of any regular tree you've grown.,,,,,,1.3,FARMING 15,15 Farming
,328,Chop 100 Willow Logs,Chop 100 willow logs from willow trees.,,,,,,45.5,WOODCUTTING 30,30 Woodcutting
,329,Chop Some Logs With a Rune Axe,Chop any kind of logs using a rune axe.,,,,,,5.7,WOODCUTTING 41,41 Woodcutting
,330,Clean 50 Grimy Cadantine,Clean 50 grimy cadantine.,,,,,,NaN,HERBLORE 65,65 Herblore
,331,Clean 50 Grimy Ranarr Weed,Clean 50 grimy ranarr weed.,,,,,,2.9,HERBLORE 25,25 Herblore
,332,Clean a Grimy Avantoe,Clean a grimy avantoe.,,,,,,1.1,HERBLORE 48,48 Herblore
,333,Convert an item into at least 500 coins,Cast the High Level Alchemy spell to convert an item into 500 coins or more.,,,,,,18,MAGIC 55,55 Magic
,334,Cook 100 Swordfish,Cook 100 Swordfish.,,,,,,16.4,COOKING 45,45 Cooking
,335,Cook 50 Tuna,Cook 50 Raw Tuna.,,,,,,18.9,COOKING 35,35 Cooking
,336,Craft 20 Silver items,Craft 20 silver items using silver bars.,,,,,,9.1,,
,337,Craft 200 Essence Into Runes,Use Runecrafting Altars to craft 200 essence into runes of any type.,,,,,,NaN,,
,338,Craft a Sapphire Amulet,Craft a sapphire amulet.,,,,,,7.5,CRAFTING 24,24 Crafting
,339,Craft an Emerald Ring,Craft an Emerald Ring.,,,,,,8.2,CRAFTING 27,27 Crafting
,340,Craft Any Combination Rune,Use a Runecrafting altar to craft any type of combination rune (including sunfire runes).,,,,,,NaN,RUNECRAFT 6; RUNECRAFT 15; RUNECRAFT 33,"Either  6 Runecraft ( Asgarnia✓),  15 Runecraft ( Desert✓),  33 Runecraft ( Varlamore✓"
,341,Chop 50 Maple Logs,Chop 50 Maple Logs.,,,,,,41.2,WOODCUTTING 45,45 Woodcutting
,342,Fill a Bucket With Supercompost,Fill a Bucket with Supercompost from a Compost Bin.,,,,,,5.5,,
,343,Fill a Large Pouch,Fill a Large Pouch with Essence.,,,,,,NaN,RUNECRAFT 50,50 Runecraft
,344,Fill a Medium STASH Unit,Build a Medium STASH unit and fill it with the relevant items.,,,,,,0.1,CONSTRUCTION 42,42 Construction
,345,Fletch 1000 arrow shafts,Fletch 1000 arrow shafts.,,,,,,48.9,,
,346,Fletch 150 Iron Arrows,Fletch 150 Iron Arrows.,,,,,,15,FLETCHING 15,15 Fletching
,347,Fletch 25 Maple longbow (u),Fletch 25 Maple longbow (u).,,,,,,20.2,FLETCHING 55,55 Fletching
,348,Fletch 25 Oak Stocks,Fletch 25 Oak Stocks.,,,,,,41.3,FLETCHING 24,24 Fletching
,349,Fletch 50 Willow longbow (u),Fletch 50 Willow longbow (u).,,,,,,31.2,FLETCHING 40,40 Fletching
,350,Fletch a Willow Shortbow (u),Fletch a Willow Shortbow (u).,,,,,,36.3,FLETCHING 35,35 Fletching
,351,Fletch some Broad Arrows or Bolts,Fletch either some Broad Arrows or some Broad Bolts.,,,,,,NaN,FLETCHING 52,52 Fletching Unlocked Broader Fletching using 300 Slayer reward points
,352,Harvest a Ranarr Weed,Harvest an Ranarr Weed from any Herb patch.,,,,,,0.2,FARMING 32,32 Farming
,353,Land a hoop on a stick,Successfully land a hoop on a stick in the PoH minigame.,,,,,,2.5,CONSTRUCTION 30,30 Construction
,354,Make 20 Stamina Potions,Make 20 Stamina Potions.,,,,,,NaN,HERBLORE 77,77 Herblore
,355,Make 30 Prayer Potions,Make 30 Prayer Potions.,,,,,,0.3,HERBLORE 38,38 Herblore
,356,Make a 4 dose potion,Make any 4 dose potion using an Amulet of Chemistry.,,,,,,1.9,MAGIC 27; CRAFTING 34,"27 Magic,  34 Crafting"
,357,Make a Meat Pizza,Make a meat pizza.,,,,,,0.2,COOKING 45,45 Cooking
,358,Mine 10 Silver,Mine 10 silver ore.,,,,,,28.3,MINING 20,20 Mining
,359,Mine 50 Iron Ore,Mine 50 iron ore.,,,,,,43.1,MINING 15,15 Mining
,360,Mine 50 Mithril Ore,Mine 50 mithril ore.,,,,,,16.2,MINING 55,55 Mining
,361,Mine some Ore With a Rune Pickaxe,Mine any ore using a Rune Pickaxe.,,,,,,22.9,MINING 41,41 Mining
,362,Obtain 800 Coins From Coin Pouches At Once,Open a stack of Coin Pouches and obtain at least 800 Coins.,,,,,,15.8,THIEVING 40,40 Thieving (can be completed at lower levels depending on luck when pickpocketing NPCs with variable coin amounts)
,363,Obtain a Clue Geode While Mining,Obtain any kind of clue geode whilst Mining a rock.,,,,,,25.1,,
,364,Obtain a Gem While Mining,Obtain any kind of gem whilst Mining a rock.,,,,,,31.1,,
,365,Obtain an old boot from a fishing spot,Obtain an old boot from a fishing spot.,,,,,,46.8,,
,366,Open 28 Coin Pouches At Once,Open 28 Coin Pouches at once.,,,,,,52.1,,
,367,Pickpocket a Master Farmer,Successfully pickpocket from a Master farmer.,,,,,,17.5,THIEVING 38,38 Thieving
,368,Reach Base Level 10,Reach level 10 in every skill.,,,,,,NaN,,
,369,Reach Base Level 20,Reach level 20 in every skill.,,,,,,NaN,,
,370,Reach Base Level 30,Reach level 30 in every skill.,,,,,,NaN,,
,371,Reach Base Level 5,Reach level 5 in every skill.,,,,,,NaN,,
,372,Reach Total Level 100,Reach a Total Level of 100.,,,,,,88.5,,
,373,Reach Total Level 250,Reach a Total Level of 250.,,,,,,69.5,,
,374,Reach Total Level 666,Reach Total Level 666.,,,,,,23.4,,
,375,Reach Total Level 750,Reach a Total Level of 750.,,,,,,15.4,,
,376,Redecorate your player-owned house,Redecorate your player-owned house.,,,,,,1.6,CONSTRUCTION 10,10 Construction
,377,Smelt a Steel Bar,Use a Furnace to smelt a Steel Bar.,,,,,,21.6,SMITHING 30,30 Smithing
,378,Smith 10 Steel bolts (unf),Use an Anvil to smith 10 Steel bolts (unf).,,,,,,9,SMITHING 33,33 Smithing
,379,Smith 150 Iron Arrowtips,Use an Anvil to smith 150 Iron Arrowtips.,,,,,,17.4,SMITHING 20,20 Smithing
,380,Smith 250 Mithril bolts (unf),Use an Anvil to smith 250 Mithril bolts (unf).,,,,,,1.6,SMITHING 53,53 Smithing
,381,Smith a Steel 2h sword,Use an Anvil to smith a Steel 2h sword.,,,,,,4.7,SMITHING 44,44 Smithing
,382,Snare a Bird 20 times,Snare a Bird 20 times.,,,,,,26.9,,
,383,Successfully Cook 5 Pieces of Food,Cook 5 pieces of food in a row without burning them.,,,,,,61,,
,384,Successfully pickpocket a Citizen 10 times in a row,Successfully pickpocket a Citizen 10 times in a row without failing.,,,,,,55.9,,
,385,Teleport Using Law Runes,Cast any teleport spell that uses Law Runes.,,,,,,11.2,MAGIC 40; MAGIC 6,"40 Magic to cast Teleport to House with a player-owned house, or  6 Magic with  Kourend✓, or Grimoire"
,386,Complete Wave 1 of Fortis Colosseum,Complete Wave 1 of Fortis Colosseum.,,,,,,0.2,,
,387,Defeat Hueycoatl 1 Time,Defeat the Hueycoatl in Varlamore. This task earns one Demonic Pact.,,,,,,2.5,,
,388,Defeat Amoxliatl 1 Time,Defeat the Amoxliatl in Varlamore.,,,,,,NaN,MINING 55; THIEVING 48; SLAYER 48; AGILITY 46,"The Heart of Darkness,  55 Mining,  48 Thieving,  48 Slayer,  46 Agility"
,389,Defeat 10 Frost Crabs,Defeat 10 Frost Crabs.,,,,,,NaN,MINING 55; THIEVING 48; SLAYER 48; AGILITY 46,"The Heart of Darkness,  55 Mining,  48 Thieving,  48 Slayer,  46 Agility"
,390,Defeat a Dire Wolf,Defeat a Dire Wolf in Varlamore.,,,,,,17.8,,
,391,Defeat a Jaguar without taking any damage from it,Defeat a fully grown jaguar without taking any damage from it.,,,,,,17.6,PRAYER 43,A weapon to safespot or  43 Prayer
,392,Defeat a Oryx with melee,Defeat an Oryx in the Avium Savannah with melee.,,,,,,15.2,,
,393,Defeat the Moons of Peril,Defeat the Moons of Peril.,,,,,,NaN,,
,394,Defeat the Moons of Peril 10 times,Defeat the Moons of Peril 10 times.,,,,,,NaN,,
,395,Defeat the Moons of Peril 25 times,Defeat the Moons of Peril 25 times.,,,,,,NaN,,
,396,Equip an egg,Hold an egg in your hands.,,,,,,0.1,,Scrambled!
,397,Equip Glacial Temotli,Equip the Glacial temotli.,,,,,,NaN,SLAYER 48; ATTACK 55,"48 Slayer,  55 Attack"
,398,Equip a piece of Alchemists outfit,Equip a piece of Alchemist's outfit from the Mixology shop.,,,,,,NaN,HERBLORE 60,60 Herblore
,399,Equip a piece of Hueycoatl armour,Equip a piece of Hueycoatl armour.,,,,,,NaN,CRAFTING 76; RANGED 70; DEFENCE 40,"76 Crafting,  70 Ranged,  40 Defence"
,400,Equip an orange,Equip an orange.,,,,,,2.6,AGILITY 43,43 Agility
,401,Equip Pendant of Ates,Equip the Pendant of ates.,,,,,,NaN,SLAYER 48,48 Slayer
,402,Equip any piece of armour from the moons of peril,"Equip any piece of armour from the Blood, Frost, or Eclipse moon set.",,,,,,NaN,DEFENCE 50; STRENGTH 75; MAGIC 75; RANGED 75,"50 Defence and one of  75 Strength,  75 Magic, or  75 Ranged"
,403,Equip Sulphur Blades,Equip the Sulphur blades.,,,,,,0.1,ATTACK 55,55 Attack
,404,Equip Earthbound Tecpatl,Equip the Earthbound tecpatl.,,,,,,NaN,ATTACK 55,55 Attack   The Final Dawn
,405,Activate all Statues of Ates,Activate all statues of ates.,,,,,,0.3,,Death on the Isle
,406,Jump on Yama's stepping stones 666 times,Jump on Yama's stepping stones in his League domain 666 times.,,,,,,40.2,AGILITY 1,1 Agility
,407,Activate the Statue of Ates,Activate the Statue of Ates in Aldarin.,,,,,,7.4,,Death on the Isle
,408,Bury some wyrm bones near a Wyrm skeleton,Bury some wyrm bones or wyrmling bones near the Colossal Wyrm Remains.,,,,,,1.8,,Wyrm bones or wyrmling bones
,409,Enter a dark cave in Varlamore,"Enter a dark cave in Varlamore, near the Hunter Guild.",,,,,,8.3,,
,410,Fill a Grape Barrel for the Foreman,Fill a Grape Barrel for the Foreman in Aldarin.,,,,,,58.1,,
,411,Complete Death on the Isle,Complete Death on the Isle.,,,,,,11.3,THIEVING 34; AGILITY 32,"34 Thieving,  32 Agility"
,412,Complete Shadows of Custodia,Complete the  Shadows of Custodia quest.,,,,,,NaN,SLAYER 54; FISHING 45; CONSTRUCTION 41; HUNTER 36,"54 Slayer,  45 Fishing,  41 Construction,  36 Hunter"
,413,Complete the Heart of Darkness,Complete  The Heart of Darkness quest.,,,,,,0.1,MINING 55; THIEVING 48; SLAYER 48; AGILITY 46,"55 Mining,  48 Thieving,  48 Slayer,  46 Agility"
,414,Complete a Ribbiting Tale,Complete a Ribbiting Tale of a Lily Pad Labour Dispute.,,,,,,16.1,WOODCUTTING 15,15 Woodcutting
,415,Complete Meat and Greet,Complete Meat and Greet.,,,,,,0.4,,
,416,Complete At First Light,Complete the  At First Light quest.,,,,,,0.3,HUNTER 46; HERBLORE 30; CONSTRUCTION 27,"46 Hunter,  30 Herblore,  27 Construction"
,417,Make a Greenman statue,Make a Greenman statue.,,,,,,0.2,FLETCHING 53,"53 Fletching 5 Ent branches, Greenman mask, Maple logs, and a Knife"
,418,Fully decorate a Willow totem in the Auburn Valley,Fully decorate a Willow totem in the Auburn Valley.,,,,,,27.3,FLETCHING 35,35 Fletching Knife and 5 Willow logs
,419,Mine 20 Mithril Ore in the Stonecutter Outpost,Mine 20 Mithril Ore in the Stonecutter Outpost.,,,,,,16.8,MINING 55,55 Mining
,420,Mine 250 Blessed Bone Shards,Mine 250 Blessed Bone Shards.,,,,,,10.2,MINING 41,41 Mining
,421,Pay an Urchin for Information,Pay an Urchin for Information in the Stealing Valuables minigame.,,,,,,5.7,THIEVING 50,50 Thieving
,422,Pickpocket a knight of varlamore 20 times,Pickpocket a Knight of Varlamore 20 times.,,,,,,5.4,THIEVING 55,55 Thieving
,423,Steal 100 Valuables,Steal 100 Valuables.,,,,,,9.2,THIEVING 50,50 Thieving
,424,Steal 15 House Keys,Steal 15 House Keys.,,,,,,4.7,THIEVING 50,50 Thieving
,425,Steal 25 Valuables,Steal 25 Valuables.,,,,,,10.4,THIEVING 50,50 Thieving
,426,Steal a House Key,Steal a House Key.,,,,,,12.3,THIEVING 50,50 Thieving
,427,Steal from the Fortis Spice Stall,Steal from the Fortis Spice Stall.,,,,,,4.4,THIEVING 65,65 Thieving
,428,Store some bowstrings inside a bowstring spool,Store some bowstrings inside a bowstring spool.,,,,,,1.3,FLETCHING 20,20 Fletching   Vale Totems
,429,Teleport to Cam Torum using a Calcified Moth,Teleport to Cam Torum using a Calcified Moth.,,,,,,3.9,MINING 41,41 Mining
,430,Teleport to Civitas illa Fortis,Teleport to Civitas illa Fortis using the standard spellbook.,,,,,,10,MAGIC 54,54 Magic
,431,Use the pottery oven in Civitas,Use the pottery oven in Civitas to make something out of clay.,,,,,,28.2,,
,432,Break down 10 calcified deposits,Break down 10 Calcified deposits.,,,,,,2.9,MINING 41,41 Mining Hammer and any Pickaxe
,433,Build a Quetzal Landing Site,Build a Quetzal Landing Site.,,,,,,1.9,HUNTER 46,46 Hunter
,434,Catch a Jerboa,Catch an Embertailed jerboa.,,,,,,18.2,HUNTER 39,39 Hunter Box trap
,435,Catch a Pyre fox,Catch a Pyre fox.,,,,,,10.2,HUNTER 57,57 Hunter Knife and Logs
,436,Complete 10 Hunter Rumours,Complete 10 Hunter Rumours.,,,,,,5.4,HUNTER 46,46 Hunter
,437,Complete 10 laps of the Varlamore Agility Course,Complete 10 laps of the Colossal Wyrm Agility Course.,,,,,,7.1,AGILITY 50,50 Agility
,438,Complete 25 Hunter Rumours,Complete 25 Hunter Rumours.,,,,,,0.8,HUNTER 46,46 Hunter
,439,Complete a Hunter Rumour,Complete a Hunter Rumour.,,,,,,13,HUNTER 46,46 Hunter
,440,Create a Quetzal Whistle,Create a Quetzal Whistle.,,,,,,4.6,HUNTER 46,46 Hunter
,441,Exchange an Ent seed with an Ent,Exchange an Ent seed with an Ent.,,,,,,8.3,,
,442,Fish a House Key,Fish a House Key.,,,,,,43.7,,Big fishing net
,443,Fully decorate a Maple totem in the Auburn Valley,Fully decorate an Maple totem in the Auburn Valley.,,,,,,20.6,FLETCHING 50,50 Fletching Knife and 5 Maple logs
,444,Fully decorate an Oak totem in the Auburn Valley,Fully decorate an Oak totem in the Auburn Valley.,,,,,,32.9,FLETCHING 20,20 Fletching Knife and 5 Oak logs
,445,Complete the Easy Karamja Diary,Complete all of the Easy tasks in the   Karamja Achievement Diary.,,,,,,2.6,,See   Karamja Diary#Easy
,446,Complete the Medium Karamja Diary,Complete all of the Medium tasks in the   Karamja Achievement Diary.,,,,,,NaN,,See   Karamja Diary#Medium
,447,Defeat a Steel Dragon on Karamja,Defeat a steel dragon on Karamja. This task earns one Demonic Pact.,,,,,,3.1,,
,448,Defeat a TzHaar,Defeat any TzHaar in Mor Ul Rek. This task earns one Demonic Pact.,,,,,,12.5,,
,449,Defeat a Black Demon on Karamja,Defeat a Black Demon on Karamja.,,,,,,5.6,,
,450,Equip a Full Tai Bwo Wannai Villager Set,Equip a full set of Tai Bwo Wannai villager clothing.,,,,,,0.1,,
,451,Equip a Toktz-Ket-Xil,Equip a Toktz-Ket-Xil.,,,,,,0.1,DEFENCE 60,60 Defence
,452,Equip a Toktz-Xil-Ak,Equip a Toktz-Xil-Ak.,,,,,,0.1,ATTACK 60,60 Attack
,453,Equip a Toktz-Xil-Ek,Equip a Toktz-Xil-Ek.,,,,,,0.2,ATTACK 60,60 Attack
,454,Equip an Obsidian Cape,Equip an Obsidian cape.,,,,,,0.7,,
,455,Equip any spear (kp),Equip any spear poisoned by a karambwan.,,,,,,NaN,,
,456,Buy a Snapdragon From Pirate Jackie the Fruit,Buy a Snapdragon From Pirate Jackie the Fruit in Brimhaven.,,,,,,7,,
